"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"pdsm-folder-comprehensive","List.entry.flag","List.entry.flag","","","",0,0,"","","","CodeableConcept {[]} {[]}
","Status/Workflow information about this item","The flag allows the system constructing the list to indicate the role and significance of the item in the list.","The flag can only be understood in the context of the List.code. If the flag means that the entry has actually been deleted from the list, the deleted element SHALL be true. Deleted can only be used if the List.mode is ""changes"".","This field is present to support various clinical uses of lists, such as a discharge summary medication list, where flags specify whether the medication was added, modified, or deleted from the list.","","","","","","","",,"example","Codes that provide further information about the reason and meaning of the item in the list.","http://hl7.org/fhir/ValueSet/list-item-flag","",,,,"List.entry.flag",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-folder-comprehensive","List.entry.deleted","List.entry.deleted","","","",0,0,"","Y","","boolean {[]} {[]}
","If this item is actually marked as deleted","True if this item is marked as deleted in the list.","If the flag means that the entry has actually been deleted from the list, the deleted element SHALL be true. Both flag and deleted can only be used if the List.mode is ""changes"". A deleted entry should be displayed in narrative as deleted.  This element is labeled as a modifier because it indicates that an item is (to be) no longer in the list.","The flag element may contain codes that an application processing the list does not understand. However there can be no ambiguity if a list item is actually marked as ""deleted"".","","List items are generally only treated as deleted when this element explicitly carries a value of true. Systems SHOULD always populate this value when mode is 'changes'","","","","","",,,,,"",,,,"List.entry.deleted",0,1,"lst-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-folder-comprehensive","List.entry.date","List.entry.date","","","",0,0,"","","","dateTime {[]} {[]}
","When item added to list","When this item was added to the list.","","The date may be significant for understanding the meaning of items in a working list.","","","","","","","",,,,,"",,,,"List.entry.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-folder-comprehensive","List.entry.item","List.entry.item","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://interop.esante.gouv.fr/ig/fhir/pdsm/StructureDefinition/pdsm-comprehensive-document-reference]]}
","Représente la référence à la fiche d'un document faisant partie du classeur.","A reference to the actual resource from which data was derived.","","","","","","","","","",,,,,"",,,,"List.entry.item",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-folder-comprehensive","List.emptyReason","List.emptyReason","","","",0,0,"","","","CodeableConcept {[]} {[]}
","Why list is empty","If the list is empty, why the list is empty.","The various reasons for an empty list make a significant interpretation to its interpretation. Note that this code is for use when the entire list has been suppressed, and not for when individual items are omitted - implementers may consider using a text note or a flag on an entry in these cases.","Allows capturing things like ""none exist"" or ""not asked"" which can be important for most lists.","","","","","","","",,"preferred","If a list is empty, why it is empty.","http://hl7.org/fhir/ValueSet/list-empty-reason","",,,,"List.emptyReason",0,1,"lst-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference","DocumentReference","","","",0,*,"","","","null {[]} {[]}
","A reference to a document","A reference to a document of any kind for any purpose. Provides metadata about the document so that the document can be discovered and managed. The scope of a document is any seralized object with a mime-type, so includes formal patient centric documents (CDA), cliical notes, scanned paper, and non-patient specific documents like policy text.","Usually, this is used for documents other than those defined by FHIR.","","","","","","","","",,,,,"",,,,"DocumentReference",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}"
"pdsm-simplified-publish","DocumentReference.id","DocumentReference.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"pdsm-simplified-publish","DocumentReference.meta","DocumentReference.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.meta.id","DocumentReference.meta.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"pdsm-simplified-publish","DocumentReference.meta.extension","DocumentReference.meta.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"pdsm-simplified-publish","DocumentReference.meta.versionId","DocumentReference.meta.versionId","","","",0,1,"Y","","Y","id {[]} {[]}
","Numéro de version de la fiche d’un document attribué par le système cible. La valeur de la métadonnée version est égale à 1 pour la première version de la fiche. Cet élément est requis lorsque le flux envoyé correspond à une mise à jour des données d’une fiche.","The version specific identifier, as it appears in the version portion of the URL. This value changes when the resource is created, updated, or deleted.","The server assigns this value, and ignores what the client specifies, except in the case that the server is imposing version integrity on updates/deletes.","","","","","","","","",,,,,"",,,,"Meta.versionId",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.meta.lastUpdated","DocumentReference.meta.lastUpdated","","","",0,1,"","","Y","instant {[]} {[]}
","When the resource version last changed","When the resource last changed - e.g. when the version changed.","This value is always populated except when the resource is first being created. The server / resource manager sets this value; what a client provides is irrelevant. This is equivalent to the HTTP Last-Modified and SHOULD have the same value on a [read](http://hl7.org/fhir/R4/http.html#read) interaction.","","","","","","","","",,,,,"",,,,"Meta.lastUpdated",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.meta.source","DocumentReference.meta.source","","","",0,1,"","","Y","uri {[]} {[]}
","Identifies where the resource comes from","A uri that identifies the source system of the resource. This provides a minimal amount of [Provenance](http://hl7.org/fhir/R4/provenance.html#) information that can be used to track or differentiate the source of information in the resource. The source may identify another FHIR server, document, message, database, etc.","In the provenance resource, this corresponds to Provenance.entity.what[x]. The exact use of the source (and the implied Provenance.entity.role) is left to implementer discretion. Only one nominated source is allowed; for additional provenance details, a full Provenance resource should be used. 

This element can be used to indicate where the current master source of a resource that has a canonical URL if the resource is no longer hosted at the canonical URL.","","","","","","","","",,,,,"",,,,"Meta.source",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.meta.profile","DocumentReference.meta.profile","","","",0,*,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/StructureDefinition|4.0.1]]}
","Profiles this resource claims to conform to","A list of profiles (references to [StructureDefinition](http://hl7.org/fhir/R4/structuredefinition.html#) resources) that this resource claims to conform to. The URL is a reference to [StructureDefinition.url](http://hl7.org/fhir/R4/structuredefinition-definitions.html#StructureDefinition.url).","It is up to the server and/or other infrastructure of policy to determine whether/how these claims are verified and/or updated over time.  The list of profile URLs is a set.","","","","","","","","",,,,,"",,,,"Meta.profile",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.meta.security","DocumentReference.meta.security","","","",0,*,"","","Y","Coding {[]} {[]}
","Security Labels applied to this resource","Security labels applied to this resource. These tags connect specific resources to the overall security policy and infrastructure.","The security labels can be updated without changing the stated version of the resource. The list of security labels is a set. Uniqueness is based the system/code, and version and display are ignored.","","","","","","","","",,"extensible","Security Labels from the Healthcare Privacy and Security Classification System.","http://hl7.org/fhir/ValueSet/security-labels|4.0.1","",,,,"Meta.security",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.meta.tag","DocumentReference.meta.tag","","","",0,*,"","","Y","Coding {[]} {[]}
","Tags applied to this resource","Tags applied to this resource. Tags are intended to be used to identify and relate resources to process and workflow, and applications are not required to consider the tags when interpreting the meaning of a resource.","The tags can be updated without changing the stated version of the resource. The list of tags is a set. Uniqueness is based the system/code, and version and display are ignored.","","","","","","","","",,"example","Codes that represent various types of tags, commonly workflow-related; e.g. ""Needs review by Dr. Jones"".","http://hl7.org/fhir/ValueSet/common-tags|4.0.1","",,,,"Meta.tag",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.implicitRules","DocumentReference.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.language","DocumentReference.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","A human language.","http://hl7.org/fhir/ValueSet/languages","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.text","DocumentReference.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.contained","DocumentReference.contained","","inline resources
anonymous resourcescontained resources","",0,*,"","","","Resource {[]} {[]}
","Contained, inline Resources","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"",""
"pdsm-simplified-publish","DocumentReference.extension","DocumentReference.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"pdsm-simplified-publish","DocumentReference.modifierExtension","DocumentReference.modifierExtension","","","",0,0,"","Y","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"pdsm-simplified-publish","DocumentReference.masterIdentifier","DocumentReference.masterIdentifier","","","",1,1,"Y","","Y","Identifier {[]} {[]}
","Représente l’identifiant unique global affecté au document par son créateur. Il est utilisable comme référence externe dans d’autres documents.","Document identifier as assigned by the source of the document. This identifier is specific to this version of the document. This unique identifier may be used elsewhere to identify this version of the document.","CDA Document Id extension and root.","The structure and format of this Id shall be consistent with the specification corresponding to the formatCode attribute. (e.g. for a DICOM standard document a 64-character numeric UID, for an HL7 CDA format a serialization of the CDA Document Id extension and root in the form ""oid^extension"", where OID is a 64 digits max, and the Id is a 16 UTF-8 char max. If the OID is coded without the extension then the '^' character shall not be included.).","","","","","","","",,,,,"",,,,"DocumentReference.masterIdentifier",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.identifier","DocumentReference.identifier","","","",0,0,"Y","","Y","Identifier {[]} {[]}
","Other identifiers for the document","Other identifiers associated with the document, including version independent identifiers.","","","","","","","","","",,,,,"",,,,"DocumentReference.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.status","DocumentReference.status","","","",1,1,"Y","Y","Y","code {[]} {[]}
","current | superseded | entered-in-error","The status of this document reference.","This is the status of the DocumentReference object, which might be independent from the docStatus element.

This element is labeled as a modifier because the status contains the codes that mark the document or reference as not currently valid.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""current""/>","","","",,"required","The status of the document reference.","http://hl7.org/fhir/ValueSet/document-reference-status|4.0.1","",,,,"DocumentReference.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.docStatus","DocumentReference.docStatus","","","",0,0,"","","Y","code {[]} {[]}
","preliminary | final | amended | entered-in-error","The status of the underlying document.","The document that is pointed to might be in various lifecycle states.","","","","","","","","",,"required","Status of the underlying document.","http://hl7.org/fhir/ValueSet/composition-status|4.0.1","",,,,"DocumentReference.docStatus",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.type","DocumentReference.type","","","",0,1,"Y","","Y","CodeableConcept {[]} {[]}
","Kind of document (LOINC if possible)","Représente le type du document.","Key metadata element describing the document that describes he exact type of document. Helps humans to assess whether the document is of interest when viewing a list of documents.","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/JDV_J07-XdsTypeCode-CISIS/FHIR/JDV-J07-XdsTypeCode-CISIS","",,,,"DocumentReference.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
constr-bind-type:Les valeurs possibles pour cet élément doivent provenir d’une des terminologies de référence suivantes :

 TRE_A05-TypeDocComplementaireCISIS, OID : 1.2.250.1.213.1.1.4.12

 LOINC, OID : 2.16.840.1.113883.6.1

 TRE_A12-NomenclatureASTM, OID : ASTM

Les valeurs possibles peuvent être restreintes en fonction du jeu de valeurs correspondant mis à disposition par le projet (exemple : JDV_J66-TypeCode-DMP).
En l’absence de spécifications complémentaires, le jeu de valeurs JDV_J07-XdsTypeCode-CISIS peut être utilisé. {null}"
"pdsm-simplified-publish","DocumentReference.category","DocumentReference.category","","claxs
","",0,1,"Y","","Y","CodeableConcept {[]} {[]}
","Représente la classe du document (compte rendu, imagerie médicale, traitement, certificat,...).","A categorization for the type of document referenced - helps for indexing and searching. This may be implied by or derived from the code specified in the DocumentReference.type.","Key metadata element describing the the category or classification of the document. This is a broader perspective that groups similar documents based on how they would be used. This is a primary key used in searching.","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/JDV_J06-XdsClassCode-CISIS/FHIR/JDV-J06-XdsClassCode-CISIS","",,,,"DocumentReference.category",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
constr-bind-category:Les valeurs possibles pour cet élément doivent provenir d’une des terminologies de référence suivantes :
-	TRE_A03-ClasseDocument-CISIS, OID : 1.2.250.1.213.1.1.4.1
-	TRE_A10-NomenclatureURN, OID : URN
Les valeurs possibles peuvent être restreintes en fonction du jeu de valeurs correspondant mis à disposition par le projet (exemple : JDV_J57-ClassCode-DMP).
En l’absence de spécifications complémentaires, le jeu de valeurs JDV_J06-XdsClassCode-CISIS peut être utilisé. {null}"
"pdsm-simplified-publish","DocumentReference.subject","DocumentReference.subject","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[https://hl7.fr/ig/fhir/core/StructureDefinition/fr-core-patient]]}
","Patient concerné par ce document. La ressource référencée peut être présente sous l’élément DocumentReference.contained ou via le champ identifier.","Who or what the document is about. The document can be about a person, (patient or healthcare practitioner), a device (e.g. a machine) or even a group of subjects (such as a document about a herd of farm animals, or a set of patients that share a common exposure).","","","","","","","","","",,,,,"",,,,"DocumentReference.subject",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.date","DocumentReference.date","","indexed
","",0,1,"Y","","Y","instant {[]} {[]}
","Représente la date de création de la ressource DocumentReference dans FHIR","When the document reference was created.","Referencing/indexing time is used for tracking, organizing versions and searching.","","","","","","","","",,,,,"",,,,"DocumentReference.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.author","DocumentReference.author","","","",1,*,"Y","","Y","Reference {[]} {[CanonicalType[https://interop.esante.gouv.fr/ig/fhir/annuaire/StructureDefinition/as-practitionerrole], CanonicalType[https://interop.esante.gouv.fr/ig/fhir/annuaire/StructureDefinition/as-practitioner], CanonicalType[https://interop.esante.gouv.fr/ig/fhir/annuaire/StructureDefinition/as-organization], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[https://hl7.fr/ig/fhir/core/StructureDefinition/fr-core-patient], CanonicalType[https://hl7.fr/ig/fhir/core/StructureDefinition/fr-core-related-person]]}
","Personnes physiques ou morales et/ou les dispositifs auteurs d'un document.","Identifies who is responsible for adding the information to the document.","Not necessarily who did the actual data entry (i.e. typist) or who was the source (informant).","","","","","","","","",,,,,"",,,,"DocumentReference.author",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.authenticator","DocumentReference.authenticator","","","",0,1,"Y","","","Reference {[]} {[CanonicalType[https://interop.esante.gouv.fr/ig/fhir/annuaire/StructureDefinition/as-practitionerrole], CanonicalType[https://interop.esante.gouv.fr/ig/fhir/annuaire/StructureDefinition/as-organization]]}
","Cet attribut représente l’acteur validant le document et prenant la responsabilité du contenu médical de celui-ci. Il peut s’agir de l’auteur du document si celui-ci est une personne et s’il endosse la responsabilité du contenu médical de ses documents. Si l’auteur est un dispositif, cet attribut doit représenter la personne responsable de l’action effectuée par le dispositif.","Which person or organization authenticates that this document is valid.","Represents a participant within the author institution who has legally authenticated or attested the document. Legal authentication implies that a document has been signed manually or electronically by the legal Authenticator.","","","","","","","","",,,,,"",,,,"DocumentReference.authenticator",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.custodian","DocumentReference.custodian","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Organization which maintains the document","Identifies the organization or group who is responsible for ongoing maintenance of and access to the document.","Identifies the logical organization (software system, vendor, or department) to go to find the current version, where to report issues, etc. This is different from the physical location (URL, disk drive, or server) of the document, which is the technical location of the document, which host may be delegated to the management of some other organization.","","","","","","","","",,,,,"",,,,"DocumentReference.custodian",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.relatesTo","DocumentReference.relatesTo","","","",0,*,"Y","","Y","BackboneElement {[]} {[]}
","Relationships to other documents","Relationships that this document has with other document references that already exist.","This element is labeled as a modifier because documents that append to other documents are incomplete on their own.","","","","","","","","",,,,,"",,,,"DocumentReference.relatesTo",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.relatesTo.id","DocumentReference.relatesTo.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"pdsm-simplified-publish","DocumentReference.relatesTo.extension","DocumentReference.relatesTo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"pdsm-simplified-publish","DocumentReference.relatesTo.modifierExtension","DocumentReference.relatesTo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"pdsm-simplified-publish","DocumentReference.relatesTo.code","DocumentReference.relatesTo.code","","","",1,1,"","","Y","code {[]} {[]}
","replaces | transforms | signs | appends","The type of relationship that this document has with anther document.","If this document appends another document, then the document cannot be fully understood without also accessing the referenced document.","","","","","","","","",,"required","The type of relationship between documents.","http://hl7.org/fhir/ValueSet/document-relationship-type|4.0.1","",,,,"DocumentReference.relatesTo.code",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.relatesTo.target","DocumentReference.relatesTo.target","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference]]}
","Target of the relationship","The target document of this relationship.","","","","","","","","","",,,,,"",,,,"DocumentReference.relatesTo.target",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.description","DocumentReference.description","","","",0,1,"Y","","Y","string {[]} {[]}
","Commentaire associé au document.","Human-readable description of the source document.","What the document is about,  a terse summary of the document.","Helps humans to assess whether the document is of interest.","","","","","","","",,,,,"",,,,"DocumentReference.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.securityLabel","DocumentReference.securityLabel","","","",0,*,"Y","","Y","CodeableConcept {[]} {[]}
","Contient les informations définissant le niveau de confidentialité d'un document.","A set of Security-Tag codes specifying the level of privacy/security of the Document. Note that DocumentReference.meta.security contains the security labels of the ""reference"" to the document, while DocumentReference.securityLabel contains a snapshot of the security labels on the document the reference refers to.","The confidentiality codes can carry multiple vocabulary items. HL7 has developed an understanding of security and privacy tags that might be desirable in a Document Sharing environment, called HL7 Healthcare Privacy and Security Classification System (HCS). The following specification is recommended but not mandated, as the vocabulary bindings are an administrative domain responsibility. The use of this method is up to the policy domain such as the XDS Affinity Domain or other Trust Domain where all parties including sender and recipients are trusted to appropriately tag and enforce.   

In the HL7 Healthcare Privacy and Security Classification (HCS) there are code systems specific to Confidentiality, Sensitivity, Integrity, and Handling Caveats. Some values would come from a local vocabulary as they are related to workflow roles and special projects.","Use of the Health Care Privacy/Security Classification (HCS) system of security-tag use is recommended.","","","","","","","",,"extensible","Security Labels from the Healthcare Privacy and Security Classification System.","http://hl7.org/fhir/ValueSet/security-labels","",,,,"DocumentReference.securityLabel",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
constr-bind-securityLabel:Les codes pour cet élément doivent provenir du ValueSet spécifié par le standard. Lorsqu’aucun code ne correspond au concept recherché, un code provenant de la terminologie de référence TRE_A07-StatusVisibiliteDocument, OID : 1.2.250.1.213.1.1.4.13 peut être utilisé. {null}"
"pdsm-simplified-publish","DocumentReference.content","DocumentReference.content","","","",1,1,"Y","","Y","BackboneElement {[]} {[]}
","Document contenu.","The document and format referenced.","","","","","","","","","",,,,,"",,,,"DocumentReference.content",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"pdsm-simplified-publish","DocumentReference.content.id","DocumentReference.content.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
